AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,StopType,Street
1800SBH1131,NW,Altrincham Road,2010-03-29T00:00:00,,op Hse 332,ALTRINCHAM ROAD,Brooklands,2010-03-29T00:00:00,,INDICATOR AMENDED,E0028623,Sale,BCT,BROOKLANDS ROAD
1800SBH1132,SE,Altrincham Road,2010-03-29T00:00:00,,op Hse 332,ALTRINCHAM ROAD,Brooklands,2010-03-29T00:00:00,,INDICATOR AMENDED,E0028623,Sale,BCT,BROOKLANDS ROAD
1800SB16372,S,Altrincham Road,2006-01-20T00:00:00,,Towards Baguley,ARDEN LODGE,Brooklands,2006-01-20T00:00:00,,,E0028623,Sale,BCT,Ferndown Road
1800ZZMAALT1,,Altrincham Station (Manchester Metrolink),2004-09-14T00:00:00,,North Entrance,,Altrincham,2004-09-14T00:00:00,,,E0028261,,TMU,Stamford New Rd
1800ZZMAALT2,,Altrincham Station (Manchester Metrolink),2004-09-14T00:00:00,,South Entrance,,Altrincham,2004-09-14T00:00:00,,,E0028261,,TMU,Stamford New Rd
1800SGH3711,S,Alvanley Crescent,2009-02-03T00:00:00,,Chelford Grove,CHELFORD GROVE,Adswood,2009-02-03T00:00:00,,STREET AMENDED,E0028247,,BCT,ALVANLEY CRES
1800WK46181,NE,Amar St,2015-02-06T00:00:00,Wigan,nr,CHURCH,Higher Ince,2015-02-06T00:00:00,MANTDTDG,INDICATOR AMENDED,E0028807,Ince,BCT,INCE GREEN LN
1800WK46171,SW,Amar St,2007-11-01T00:00:00,Wigan,opp,CHURCH,Higher Ince,2007-11-01T00:00:00,MANTDTDA,,E0028807,Ince,BCT,INCE GREEN LN
1800EDH1901,SW,Amberwood,2010-10-09T00:00:00,,Amberwood,AMBERWOOD,Mills Hill,2010-10-09T00:00:00,,STOP REMOVED,E0029070,,BCT,FIRWOOD PARK
1800EDH1902,NE,Amberwood,2010-10-09T00:00:00,,Amberwood,AMBERWOOD,Mills Hill,2010-10-09T00:00:00,,STOP REMOVED,E0029070,,BCT,FIRWOOD PARK
1800SBH0921,N,Amberwood Drive,2007-11-01T00:00:00,Manchester,Brunstead Close,BRUNSTEAD CLOSE,Roundthorn,2007-11-01T00:00:00,,,E0029271,Wythenshawe,BCT,AMBERWOOD DRIVE
1800SBH0922,S,Amberwood Drive,2007-11-01T00:00:00,Manchester,Brunstead Close,BRUNSTEAD CLOSE,Roundthorn,2007-11-01T00:00:00,,,E0029271,Wythenshawe,BCT,AMBERWOOD DRIVE
1800WF08231,NE,Amblecote Dr West,2014-02-21T00:00:00,,nr,HOUSE 123,Little Hulton,2014-02-21T00:00:00,MANPJGJG,indicator amended,E0028978,Salford,BCT,CLEGGS LN
1800WK04361,N,Ambleside,2013-05-21T00:00:00,,nr,HOUSE 96,Norley Hall,2013-05-21T00:00:00,MANPTDTD,INDICATOR AMENDED,E0029150,Wigan,BCT,NORLEY HALL AVE
1800WK06631,NE,Ambleside,2013-05-21T00:00:00,Wigan,opp,HOUSE 57,Belle Green Estate,2013-05-21T00:00:00,MANPTPWA,INDICATOR AMENDED,N0074893,Ince,BCT,WINDERMERE RD
1800EH36001,NW,Ambleside Ave,2010-09-16T00:00:00,,nr,HOUSE 13,Crowhill,2010-09-16T00:00:00,MANDATAT,LOCATION AMENDED,E0028298,Ashton Under Lyne,BCT,ULLSWATER AVE
1800EHH0191,E,Ambleside Ave,2007-11-01T00:00:00,,Taunton Road,TAUNTON ROAD,Crowhill,2007-11-01T00:00:00,,,E0028298,Ashton Under Lyne,BCT,AMBLESIDE AVE
1800EH36061,S,Ambleside Ave,2010-04-19T00:00:00,,opp,HOUSE 82A,Waterloo,2010-04-19T00:00:00,MANDATDG,INDICATOR AMENDED,E0029507,Ashton Under Lyne,BCT,TAUNTON RD
1800EH35981,S,Ambleside Ave,2014-11-30T00:00:00,,nr,,Crowhill,2014-11-30T00:00:00,MANDATAP,STOP NAME AMENDED,E0028298,Ashton Under Lyne,BCT,CROWHILL RD
1800EHH1281,E,Ambleside Avenue (Ebd),2007-11-01T00:00:00,,Crowhill Road,CROWHILL ROAD,Crowhill,2007-11-01T00:00:00,,,E0028298,Ashton Under Lyne,BCT,AMBLESIDE AVE
1800WA10261,SW,Ambleside Close,2007-11-01T00:00:00,,Os House 17,OS HOUSE 17,Harwood,2007-11-01T00:00:00,MANJWPMW,,E0028752,,BCT,PATTERDALE ROAD
1800NF29821,W,Amersham St,2007-11-01T00:00:00,,nr,PRIMARY SCHOOL,Pendleton,2007-11-01T00:00:00,MANGMJMP,,E0029199,Salford,BCT,LIVERPOOL ST
1800EB20481,S,Amesbury Rd,2007-11-01T00:00:00,,opp,PAPER SHOP,Higher Blackley,2007-11-01T00:00:00,MANAGMGP,,E0028798,Manchester,BCT,NEWCLIFFE RD
1800EB20471,N,Amesbury Rd,2010-04-15T00:00:00,,nr,HOUSE 16,Higher Blackley,2010-04-15T00:00:00,MANAGMGM,INDICATOR AMENDED,E0028798,Manchester,BCT,NEWCLIFFE RD
1800EBH2051,NW,Amesbury Rd (NWbnd),2010-06-15T00:00:00,,,Amesbury Rd (NWbnd),Higher Blackley,2010-06-15T00:00:00,,,E0028798,Manchester,BCT,AMESBURY RD
1800EBH1692,W,Amesbury Road,2007-11-01T00:00:00,,Crossdale Rd,CROSSDALE RD,Higher Blackley,2007-11-01T00:00:00,,,E0028798,Manchester,BCT,AMESBURY RD
1800EBH1691,W,Amesbury Road (NWbnd),2010-06-15T00:00:00,,,CROSSDALE RD,Higher Blackley,2010-06-15T00:00:00,,DIRECTION AMENDED,E0028798,Manchester,BCT,AMESBURY RD
1800SB14091,E,Amherst Rd,2007-11-01T00:00:00,,nr,FLATS,Fallowfield,2007-11-01T00:00:00,MANGTADW,,N0074979,Manchester,BCT,MAULDETH RD
1800EB35101,NW,Amos Ave,2010-04-15T00:00:00,,opp,HOUSE 72,Newton Heath,2010-04-15T00:00:00,MANAJGWJ,INDICATOR AMENDED,E0029135,Manchester,BCT,SCOTLAND HALL R
1800EB35091,SE,Amos Ave,2010-04-15T00:00:00,,nr,HOUSE 61,Newton Heath,2010-04-15T00:00:00,MANAJGWG,INDICATOR AMENDED,E0029135,Manchester,BCT,SCOTLAND HALL R
1800EB33611,NW,Amos St,2007-11-01T00:00:00,,opp,FLATS,Harpurhey,2007-11-01T00:00:00,MANAJAJW,,E0028743,Manchester,BCT,CHURCH LN
1800EB33621,SE,Amos St,2010-04-15T00:00:00,,nr,NURSING HOME,Harpurhey,2010-04-15T00:00:00,MANAJAMA,INDICATOR AMENDED,E0028743,Manchester,BCT,CHURCH LN
1800NB23731,S,Amwell St,2014-09-22T00:00:00,Manchester,opp,FACTORY,Smedley,2014-09-22T00:00:00,MANDJTJT,STOP LOCATION AMENDED,E0029339,Cheetham Hill,BCT,HAZELBOTTOM RD
1800NB23721,N,Amwell St,2016-04-10T00:00:00,Manchester,nr,HOUSE 81,Smedley,2016-04-10T00:00:00,MANDJTJP,STOP LOCATION AMENDED,E0029339,Cheetham Hill,BCT,HAZELBOTTOM RD
1800NEH1631,N,Amy St (Nbd),2007-11-01T00:00:00,Rochdale,N-bound,Amy St (Nbd),Passmonds,2007-11-01T00:00:00,,,E0029192,Spotland,BCT,AMY STREET
1800NEH1632,S,Amy Street,2015-10-19T00:00:00,Rochdale,Edenfield Road,EDENFIELD ROAD,Passmonds,2015-10-19T00:00:00,,,E0029192,Spotland,BCT,AMY STREET
1800WFH0311,NE,Anchor Lane,2010-10-15T00:00:00,Salford,Anchor Lane,ANCHOR LANE,Greenheys,2010-10-15T00:00:00,,REMOVED,N0077436,Little Hulton,BCT,NEWCOMBE DRIVE
1800WFH0312,SW,Anchor Lane,2010-10-15T00:00:00,Salford,Anchor Lane,ANCHOR LANE,Greenheys,2010-10-15T00:00:00,,REMOVED,N0077436,Little Hulton,BCT,NEWCOMBE DRIVE
1800WAH0431,S,Anchor Lane,2007-11-01T00:00:00,,Highfield Road,HIGHFIELD ROAD,Highfield,2007-11-01T00:00:00,,,N0075010,Farnworth,BCT,ANCHOR LANE
1800WAH0432,N,Anchor Lane,2007-11-01T00:00:00,,Highfield Road,HIGHFIELD ROAD,Highfield,2007-11-01T00:00:00,,,N0075010,Farnworth,BCT,ANCHOR LANE
1800WAH4021,S,Anchor Lane (Sbnd),2015-05-12T00:00:00,,S-bound,Anchor Lane (Sbnd),Highfield,2015-05-12T00:00:00,,,N0075010,Farnworth,BCT,ANCHOR LANE
1800WAH1241,S,Anchor Ln (Sth Bnd),2010-10-15T00:00:00,,Starling Drive,STARLING DRIVE,Highfield,2010-10-15T00:00:00,,DIRECTION AMENDED,N0075010,Farnworth,BCT,ANCHOR LANE
1800ZZMAANC2,,Anchorage (Manchester Metrolink),2004-09-14T00:00:00,,East Entrance,,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay
1800ZZMAANC3,,Anchorage (Manchester Metrolink),2004-09-14T00:00:00,,South West Entrance,,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay
1800ZZMAANC5,,Anchorage (Manchester Metrolink),2004-09-14T00:00:00,,South East Entrance,,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay
1800ZZMAANC1,,Anchorage (Manchester Metrolink),2004-09-14T00:00:00,,North West Entrance,,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay
1800ZZMAANC4,,Anchorage (Manchester Metrolink),2004-09-14T00:00:00,,North East Entrance,,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay
1800NFR4821,,Anchorage Quay,2005-05-24T00:00:00,,Anchorage Quay,ANCHORAGE QUAY,Salford Quays,2005-05-24T00:00:00,,,N0075140,Salford,RSE,Anchorage Quay
1800NFR2521,,Anchorage Quay Metrolink Station East Entrance,2004-09-14T00:00:00,,Anchorage Quay Metrolink Station - Anchorage Qy,ANCHORAGE QUAY,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay Metrolink Station
1800NFR2541,,Anchorage Quay Metrolink Station Nth East Ent,2004-09-14T00:00:00,,Anchorage Quay Metrolink Station - Anchorage Qy,ANCHORAGE QUAY,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay Metrolink Station
1800NFR2511,,Anchorage Quay Metrolink Station Nth West Ent,2004-09-14T00:00:00,,Anchorage Quay Metrolink Station - Anchorage Qy,ANCHORAGE QUAY,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay Metrolink Station
1800NFR2551,,Anchorage Quay Metrolink Station Sth East Ent,2004-09-14T00:00:00,,Anchorage Quay Metrolink Station - Anchorage Qy,ANCHORAGE QUAY,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay Metrolink Station
1800NFR2531,,Anchorage Quay Metrolink Station Sth West Ent,2004-09-14T00:00:00,,Anchorage Quay Metrolink Station - Anchorage Qy,ANCHORAGE QUAY,Salford Quays,2004-09-14T00:00:00,,,N0075140,Salford,TMU,Anchorage Quay Metrolink Station
1800EB32041,NE,Ancoats Clinic,2007-11-01T00:00:00,Manchester,opp,CLINIC,New Islington,2007-11-01T00:00:00,MANAGPJT,,N0080417,Ancoats,BCT,OLD MILL ST
1800EB32051,SW,Ancoats Clinic,2010-04-15T00:00:00,Manchester,o/s,ANCOATS CLINIC,New Islington,2010-04-15T00:00:00,MANAGPJW,INDICATOR AMENDED,N0080417,Ancoats,BCT,OLD MILL ST
1800NEH4481,S,Andover Ave (S bnd),2011-01-28T00:00:00,,nr Pub,Andover Ave (S bnd),Alkrington,2011-01-28T00:00:00,,,N0074880,Middleton,BCT,ANDOVER AVE
1800NEH4461,S,Andover Ave (S bnd),2011-01-28T00:00:00,,nr Lincoln Rd,Andover Ave (S bnd),Alkrington,2011-01-28T00:00:00,,,N0074880,Middleton,BCT,ANDOVER AVE
1800NEH1282,N,Andover Avenue,2007-11-01T00:00:00,,None,Andover Avenue,Alkrington,2007-11-01T00:00:00,,,N0074880,Middleton,BCT,ANDOVER AVENUE
1800NEH1212,N,Andover Avenue,2007-11-01T00:00:00,,Andover Avenue,ANDOVER AVENUE,Alkrington,2007-11-01T00:00:00,,,N0074880,Middleton,BCT,LINCOLN ROAD
1800NEH1221,N,Andover Avenue (N bnd),2011-01-28T00:00:00,,Evesham Road,EVESHAM ROAD,Alkrington,2011-01-28T00:00:00,,DIRECTION AMENDED,N0074880,Middleton,BCT,ANDOVER AVENUE
1800NEH1281,N,Andover Avenue (N bnd),2011-01-28T00:00:00,,None,Andover Avenue (N bnd),Alkrington,2011-01-28T00:00:00,,DIRECTION AMENDED,N0074880,Middleton,BCT,ANDOVER AVENUE
1800SGH2082,NW,Andrew Lane,2015-10-07T00:00:00,,Windlehurst Rd,WINDLEHURST RD,Windlehurst,2015-10-07T00:00:00,,,E0029552,High Lane,BCT,ANDREW LANE
1800WA13561,S,Andrew Lane,2007-11-01T00:00:00,,Stop B,NURSERY,Eagley,2007-11-01T00:00:00,MANPAGWA,,E0028365,,BCT,BLACKBURN ROAD
1800WA13551,N,Andrew Lane,2007-11-01T00:00:00,,Stop A,HOUSE 775,Eagley,2007-11-01T00:00:00,MANPAGTW,,E0028365,,BCT,BLACKBURN ROAD
1800SGH0372,S,Andrew Lane,2015-10-14T00:00:00,,Fairacres Road,FAIRACRES ROAD,High Lane,2015-10-14T00:00:00,,,E0028794,,BCT,ANDREW LANE
1800SGH0371,N,Andrew Ln (Nbd),2007-11-01T00:00:00,,N-bound,Andrew Ln (Nbd),High Lane,2007-11-01T00:00:00,,,E0028794,,BCT,ANDREW LANE
1800SGH3531,SE,Andrew Ln (Sbd),2008-07-30T00:00:00,,S-bound,Andrew Ln (Sbd),High Lane,2008-07-30T00:00:00,,NAME AMENDED,E0028794,,BCT,ANDREW LANE
1800SGH2081,SE,Andrew Ln (SEbnd),2007-11-01T00:00:00,,SE-bound,WINDLEHURST RD,Windlehurst,2007-11-01T00:00:00,,,E0029552,High Lane,BCT,ANDREW LANE
1800NB43691,S,Andrew Rd,2010-01-18T00:00:00,,nr,,Blackley,2010-01-18T00:00:00,MANDMDAM,INDICATOR AMENDED,E0028557,Manchester,BCT,SLACK RD
1800NB43621,N,Andrew Rd,2010-04-20T00:00:00,,opp,FLATS,Blackley,2010-04-20T00:00:00,MANDMAWJ,INDICATOR AMENDED,E0028557,Manchester,BCT,SLACK RD
1800EH36221,E,Andrew St,2007-11-01T00:00:00,,nr,HOUSE 142,Littlemoss,2007-11-01T00:00:00,MANDATJD,,E0028981,Droylsden,BCT,LUMB LN
1800SG36471,E,Andrews Ln,2014-02-11T00:00:00,,nr,HOUSE 145,High Lane,2014-02-11T00:00:00,MANJGJWJ,INDICATOR AMENDED,E0028794,,BCT,BUXTON RD
1800ED16721,SW,Angel Inn,2008-11-28T00:00:00,,o/s,HOUSE 214,Royton,2008-11-28T00:00:00,MANAPMTD,INDICATOR AMENDED,E0029278,,BCT,SHAW RD
1800NB04271,NE,Angel St,2015-01-29T00:00:00,Manchester,nr,CHAPEL,Newtown,2015-01-29T00:00:00,MANDJMPM,LOCATION AMENDED,N0075098,Miles Platting,BCT,ROCHDALE RD
1800EH21001,N,Anglesey Rd,2007-11-05T00:00:00,,nr,SCHOOL,Waterloo,2007-11-05T00:00:00,MANDAGPD,LOCATION AMENDED,E0029507,Ashton Under Lyne,BCT,OLDHAM RD
1800NC20451,E,Angouleme Way,2009-02-16T00:00:00,,Stop AA,PIZZA EXPRESS,Bury,2009-02-16T00:00:00,MANDPGWJ,Stop Relocated,E0028659,,BCT,ROCHDALE RD
1800NC09541,S,Angouleme Way,2011-01-17T00:00:00,,Os Retail Park,RETAIL PARK,Bury,2011-01-17T00:00:00,MANTMWMW,INDICATOR AMENDED,E0028659,,BCT,ROCHDALE RD
1800NC20441,E,Angouleme Way,2009-02-16T00:00:00,,Stop CC,PIZZA EXPRESS,Bury,2009-02-16T00:00:00,MANDPGWG,Stop Relocated,E0028659,,BCT,ROCHDALE RD
1800NCH0541,E,Angouleme Way (Ebd - to def rte),2010-06-08T00:00:00,,Nr Carpark,KNOWSLEY STREET,Bury,2010-06-08T00:00:00,,DIRECTION AMENDED,E0028659,,BCT,ANGOULEME WAY
1800NCH0532,SW,Angouleme Way (to def route),2007-11-01T00:00:00,,Spring St,SPRING ST,Bury,2007-11-01T00:00:00,,,E0028659,,BCT,ANGOULEME WAY
1800NCH0531,SW,Angouleme Way (Wbd def route),2010-06-08T00:00:00,,Spring St,SPRING ST,Bury,2010-06-08T00:00:00,,DIRECTION AMENDED,E0028659,,BCT,ANGOULEME WAY
1800WK36581,NW,Angus Ave,2007-11-01T00:00:00,,nr,BUILDING 233,Firs Lane,2007-11-01T00:00:00,MANTDAJT,,N0077438,Leigh,BCT,WIGAN RD
1800WKH3951,NE,Anjou Boulevard (Ebnd),2010-04-28T00:00:00,,,Anjou Boulevard (Ebnd),Robin Park,2010-04-28T00:00:00,,DIRECTION REVISED,N0075129,Wigan,BCT,ANJOU BOULEVARD
1800WKH3952,SW,Anjou Boulevard (Robins Park),2007-11-01T00:00:00,,Nr Carpark,Anjou Boulevard (Robins Park),Robin Park,2007-11-01T00:00:00,,,N0075129,Wigan,BCT,ANJOU BOULEVARD
1800EH46381,S,Annan St,2007-11-01T00:00:00,,Stop B,BANK,Denton,2007-11-01T00:00:00,MANDJAJW,,N0074964,,BCT,ASHTON RD
1800EB48421,N,Annesley Rd,2010-04-15T00:00:00,,opp,HOUSE 42,New Moston,2010-04-15T00:00:00,MANAJPAJ,INDICATOR AMENDED,E0029125,Manchester,BCT,BROADWAY
1800EB08001,S,Annesley Rd,2007-11-01T00:00:00,,nr,HOUSE 57,New Moston,2007-11-01T00:00:00,MANADWPA,,E0029125,Manchester,BCT,BROADWAY
1800NE32541,NW,Ansdell Rd,2007-11-01T00:00:00,,nr,HOUSE 75,Turf Hill,2007-11-01T00:00:00,MANGDGJP,,E0029475,Rochdale,BCT,TURF HILL RD
1800EH44081,SE,Anson Rd,2007-11-01T00:00:00,,opp,HOUSE 167,Dane Bank,2007-11-01T00:00:00,MANDGTPJ,,E0028316,Denton,BCT,WINDSOR RD
1800SG10491,SE,Anson Rd,2014-02-21T00:00:00,,nr,VICTORIA WINE,Dane Bank,2014-02-21T00:00:00,MANJDJMD,INDICATOR AMENDED,E0028316,Denton,BCT,THORNLEY LN STH
1800EB04401,E,Anson Rd,2007-11-01T00:00:00,,Stop E,HOUSE 181,Rusholme,2007-11-01T00:00:00,MANADPDG,,E0029284,Manchester,BCT,DICKENSON RD
1800EH01381,NW,Anson Rd,2007-11-01T00:00:00,,nr,HOUSE 180,Dane Bank,2007-11-01T00:00:00,MANAWADA,,E0028316,Denton,BCT,WINDSOR RD
1800SG10481,NW,Anson Rd,2014-02-21T00:00:00,,opp,HOUSE 196,Dane Bank,2014-02-21T00:00:00,MANJDJMA,INDICATOR AMENDED,E0028316,Denton,BCT,THORNLEY LN STH
1800EHH1081,SW,Anson Road (SW Bnd),2010-10-29T00:00:00,,Windsor Road,WINDSOR ROAD,Dane Bank,2010-10-29T00:00:00,,DIRECTION AMENDED,E0028316,Denton,BCT,ANSON ROAD
1800NCH4462,E,Anthony Fold,2008-07-30T00:00:00,,Turn Road,TURN ROAD,Shuttleworth,2008-07-30T00:00:00,,NAME AMENDED,E0029324,Bury,BCT,BURY OLD ROAD
1800NCH4461,W,Anthony Fold,2008-07-30T00:00:00,,Turn Road,TURN ROAD,Shuttleworth,2008-07-30T00:00:00,,NAME AMENDED,E0029324,Bury,BCT,BURY OLD ROAD
1800WK13311,NE,Antler Court,2014-02-12T00:00:00,,nr,INDUSTRIAL EST,Bryn,2014-02-12T00:00:00,MANTWAGP,indicator amended,E0028641,Ashton In Makerfield,BCT,LOCKETT RD
1800EH40921,W,Apethorn Ln,2007-11-01T00:00:00,,opp,,Gee Cross,2007-11-01T00:00:00,MANDGMWM,,E0028434,Hyde,BCT,STOCKPORT RD
1800EH40931,E,Apethorn Ln,2007-11-01T00:00:00,,nr,,Gee Cross,2007-11-01T00:00:00,MANDGMWP,,E0028434,Hyde,BCT,STOCKPORT RD
1800EH40941,SW,Apethorn Ln,2007-11-01T00:00:00,,opp,,Gee Cross,2007-11-01T00:00:00,MANDGMWT,,E0028434,Hyde,BCT,DOWSON RD
1800EH41091,NE,Apethorn Ln,2007-11-01T00:00:00,,nr,HOUSE 222,Gee Cross,2007-11-01T00:00:00,MANDGPAM,,E0028434,Hyde,BCT,DOWSON RD
1800EB34231,W,Apollo,2007-11-01T00:00:00,,o/s,AUTOGAS GARAGE,Ardwick,2007-11-01T00:00:00,MANAJDJW,,E0028484,Manchester,BCT,HYDE RD
1800EB34221,E,Apollo,2007-11-01T00:00:00,,opp,APOLLO TYRES,Ardwick,2007-11-01T00:00:00,MANAJDJT,,E0028484,Manchester,BCT,HYDE RD
1800EB06231,NW,Apollo Theatre,2007-11-07T00:00:00,,opp,APOLLO THEATRE,Ardwick,2007-11-07T00:00:00,MANADTDT,LOCATION AMENDED,E0028484,Manchester,BCT,STOCKPORT RD
1800EB06221,SE,Apollo Theatre,2015-11-22T00:00:00,,o/s,APOLLO THEATRE,Brunswick,2015-11-22T00:00:00,MANADTDP,STOP LOCATION AMENDED,N0078417,Manchester,BCT,STOCKPORT RD
1800NF41431,NW,Appian Way,2007-11-01T00:00:00,,opp,CAR GARAGE,Lower Broughton,2007-11-01T00:00:00,MANGPDPJ,,E0029003,Salford,BCT,BURY NEW RD
1800NB44171,SE,Appian Way,2010-04-20T00:00:00,,nr,CAR SHOWROOM,Lower Broughton,2010-04-20T00:00:00,MANDMDTD,INDICATOR AMENDED,E0029003,Salford,BCT,BURY NEW RD
1800EH37111,W,Apple St,2007-11-01T00:00:00,,nr,,Hattersley,2007-11-01T00:00:00,MANDAWTA,,E0028756,,BCT,MOTTRAM OLD RD
1800EH37121,E,Apple St,2007-11-01T00:00:00,,opp,,Hattersley,2007-11-01T00:00:00,MANDAWTD,,E0028756,,BCT,MOTTRAM OLD RD
1800SG39281,NE,Appleton Rd,2014-02-24T00:00:00,,nr,HOUSE 226,Heaton Chapel,2014-02-24T00:00:00,MANJGWAT,INDICATOR AMENDED,E0028777,,BCT,BROADSTONE RD
1800SG39291,SW,Appleton Rd,2014-02-24T00:00:00,,opp,HOUSE 277,Heaton Chapel,2014-02-24T00:00:00,MANJGWAW,INDICATOR AMENDED,E0028777,,BCT,BROADSTONE RD
1800ED10311,S,April Cl,2007-11-01T00:00:00,,opp,HOUSE 7,Alt,2007-11-01T00:00:00,MANAMJGD,,E0028259,Abbey Hills,BCT,WHITBY RD
1800ED10301,N,April Cl,2007-11-01T00:00:00,,nr,HOUSE 2,Alt,2007-11-01T00:00:00,MANAMJGA,,E0028259,Abbey Hills,BCT,WHITBY RD
1800SB18801,SE,Aquatics Ctr,2016-12-16T00:00:00,,nr,Aquatics Ctr,Chorlton upon Medlock,2016-12-16T00:00:00,MANTWTDP,,E0028715,Manchester,BCT,OXFORD RD
1800SB30611,SE,Aquatics Ctr,2007-11-01T00:00:00,,o/s,AQUATICS CENTRE,Chorlton upon Medlock,2007-11-01T00:00:00,MANGTMGM,,E0028715,Manchester,BCT,OXFORD RD
1800SG17511,W,Aquinas College,2014-02-13T00:00:00,,o/s,COLLEGE,Heaviley,2014-02-13T00:00:00,MANTPDGT,INDICATOR AMENDED,E0028783,,BCT,NANGREAVE RD
1800WK02041,SE,Arbour Ln,2014-02-18T00:00:00,,opp,HOUSE 65,Standish,2014-02-18T00:00:00,MANPMTGA,indicator amended,E0029368,Wigan,BCT,ALMOND BROOK RD
1800WK02031,NW,Arbour Ln,2014-02-18T00:00:00,,nr,HOUSE 43,Standish,2014-02-18T00:00:00,MANPMTDW,indicator amended,E0029368,Wigan,BCT,ALMOND BROOK RD
1800WA25751,N,Archer Avenue,2014-04-25T00:00:00,,opp,HOUSE 5,Tonge Moor,2014-04-25T00:00:00,MANPGAJT,indicator amended,E0029449,Bolton,BCT,AINSWORTH LANE
1800WA25531,N,Archer Avenue,2014-05-15T00:00:00,,nr,HOUSE 141,Roscow Fold,2014-05-15T00:00:00,MANPDWTM,indicator amended,E0029262,Breightmet,BCT,CROMPTON WAY
1800WA25761,S,Archer Avenue,2014-04-25T00:00:00,,nr,HOUSE 170,Tonge Moor,2014-04-25T00:00:00,MANPGAJW,indicator amended,E0029449,Bolton,BCT,AINSWORTH LANE
1800WK37531,S,Archer St,2007-11-01T00:00:00,,opp,HOUSE 165,Hooten Gardens,2007-11-01T00:00:00,MANTDJDJ,,E0028850,Leigh,BCT,WARRINGTON RD
1800EBH1011,N,Archer Street,2007-11-01T00:00:00,,Archer Street,ARCHER STREET,Sportcity,2007-11-01T00:00:00,,,N0075154,Manchester,BCT,STUART STREET
1800EBH1012,S,Archer Street,2007-11-01T00:00:00,,Archer Street,ARCHER STREET,Sportcity,2007-11-01T00:00:00,,,N0075154,Manchester,BCT,STUART STREET
1800SG38201,N,Arden Arms,2014-02-24T00:00:00,,opp,ARDEN ARMS,Castle Hill,2014-02-24T00:00:00,MANJGPMW,INDICATOR AMENDED,N0077433,,BCT,ASHTON RD
1800SG38211,S,Arden Arms,2014-02-24T00:00:00,,o/s,ARDEN ARMS,Castle Hill,2014-02-24T00:00:00,MANJGPTA,INDICATOR AMENDED,N0077433,,BCT,ASHTON RD
1800EB22161,S,Arden Gr,2010-04-15T00:00:00,,nr,HOUSE NO 308,Moston,2010-04-15T00:00:00,MANAGMPT,INDICATOR AMENDED,N0075088,Manchester,BCT,ST MARYS RD
1800EB22171,N,Arden Gr,2007-11-01T00:00:00,,opp,STADIUM,Moston,2007-11-01T00:00:00,MANAGMPW,,N0075088,Manchester,BCT,ST MARYS RD
1800SJ49261,SW,Arderne Road,2014-10-06T00:00:00,,nr,HOUSE 92,Timperley Grange,2014-10-06T00:00:00,MANJWAMT,INDICATOR AMENDED,N0079386,Altrincham,BCT,RIDDINGS ROAD
1800SJ09371,NE,Arderne Road,2014-10-06T00:00:00,,opp,HOUSE 87,Timperley Grange,2014-10-06T00:00:00,MANJPMWT,INDICATOR AMENDED,N0079386,Altrincham,BCT,RIDDINGS ROAD
1800EBR1161,,Ardwick,2005-05-24T00:00:00,,Devonshire St N - Blind Lane,BLIND LANE,Ardwick,2005-05-24T00:00:00,,,E0028484,Manchester,RSE,Devonshire St N
1800SBT0261,,Ardwick - Nelson Street,2004-09-14T00:00:00,,Nelson St - Oxford Rd,OXFORD RD,Chorlton upon Medlock,2004-09-14T00:00:00,,,E0028715,Manchester,TXR,Nelson St
1800EBT0391,,Ardwick - Polygon Street (Apollo),2004-09-14T00:00:00,,Polygon St - Stockport Rd,STOCKPORT RD,Ardwick,2004-09-14T00:00:00,,,E0028484,Manchester,TXR,Polygon St
1800EB34201,NW,Ardwick Green,2010-04-15T00:00:00,,opp,SCHOOL,Ardwick,2010-04-15T00:00:00,MANAJDJP,INDICATOR AMENDED,E0028484,Manchester,BCT,ARDWICK GRN STH
1800EB34191,SE,Ardwick Green,2010-04-15T00:00:00,,o/s,WAR MEMORIAL,Ardwick,2010-04-15T00:00:00,MANAJDJM,INDICATOR AMENDED,E0028484,Manchester,BCT,ARDWICK GRN STH
1800EB02611,NE,Ardwick Green,2007-11-01T00:00:00,,nr,CHEMIST,Ardwick,2007-11-01T00:00:00,MANADJAG,,E0028484,Manchester,BCT,BRUNSWICK ST
