AtcoCode,Bearing,CommonName,CreationDateTime,GrandParentLocalityName,Indicator,Landmark,LocalityName,ModificationDateTime,NaptanCode,Notes,NptgLocalityCode,ParentLocalityName,ShortCommonName,StopType,Street
1800WK37171,E,Stafford St,2007-11-01T00:00:00,,opp,HOUSE 365,Bedford,2007-11-01T00:00:00,MANTDGMP,,E0028534,Leigh,Stafford St,BCT,MANCHESTER RD
1800WK37161,W,Stafford St,2007-11-01T00:00:00,,nr,HOUSE 350,Bedford,2007-11-01T00:00:00,MANTDGMJ,,E0028534,Leigh,Stafford St,BCT,MANCHESTER RD
1800EB34281,W,Stagecoach Depot,2007-11-01T00:00:00,,Opp Wellington,OPP WELLINGTON,Ardwick,2007-11-01T00:00:00,MANAJDMP,,E0028484,Manchester,Stagecoach Depot,BCT,HYDE RD
1800ED00701,S,Stagecoach Depot,2013-05-03T00:00:00,,o/s,STAGECOACH,Greengate,2013-05-03T00:00:00,MANAJPTD,NAME AMENDED,N0076725,,Stagecoach Depot,BCT,GREENGATE
1800EB34271,W,Stagecoach Depot,2010-04-15T00:00:00,,opp,PARK,Ardwick,2010-04-15T00:00:00,MANAJDMJ,INDICATOR AMENDED,E0028484,Manchester,Stagecoach Depot,BCT,HYDE RD
1800ED20201,N,Stagecoach Depot,2013-05-03T00:00:00,,opp,STAGECOACH,Greengate,2013-05-03T00:00:00,MANTGDAP,NAME AMENDED,N0076725,,Stagecoach Depot,BCT,GREENGATE
1800EB33841,E,Stainforth St,2010-03-29T00:00:00,,opp,CAR PARK,Beswick,2010-03-29T00:00:00,MANAJATM,INDICATOR AMENDED,E0028544,Manchester,Stainforth St,BCT,ASHTON OLD RD
1800EB33831,W,Stainforth St,2007-11-01T00:00:00,,nr,PET SUPPLIES,Beswick,2007-11-01T00:00:00,MANAJATJ,,E0028544,Manchester,Stainforth St,BCT,ASHTON OLD RD
1800NE04681,E,Stake Hill Ind Est,2010-04-24T00:00:00,,o/s,TRADING ESTATE,Stakehill,2010-04-24T00:00:00,MANDWJTD,INDICATOR AMENDED,E0029365,Middleton,Stake Hill Ind E,BCT,FINLAN RD
1800NE04711,NW,Stake Hill Ind Est,2011-03-01T00:00:00,,at,TRADING ESTATE,Stakehill,2011-03-01T00:00:00,MANDWJTM,NAME AMENDED,E0029365,Middleton,Stake Hill Ind E,BCT,TOUCHET HALL RD
1800NE04721,N,Stake Hill Ind Est,2011-03-01T00:00:00,,opp,TRADING ESATE,Stakehill,2011-03-01T00:00:00,MANDWJTP,NAME AMENDED,E0029365,Middleton,Stake Hill Ind E,BCT,TOUCHET HALL RD
1800NE04691,SE,Stake Hill Ind Est,2009-05-14T00:00:00,,at,NFT,Stakehill,2009-05-14T00:00:00,MANDWJTG,INDICATOR AMENDED,E0029365,Middleton,Stake Hill Ind E,BCT,FINLAN RD
1800NE04701,SW,Stake Hill Ind Est,2010-04-24T00:00:00,,nr,SETON H/CARE,Stakehill,2010-04-24T00:00:00,MANDWJTJ,INDICATOR AMENDED,E0029365,Middleton,Stake Hill Ind E,BCT,FINLAN RD
1800NE04671,S,Stake Hill Ind. Estate,2010-04-24T00:00:00,,o/s,TRADING ESTATE,Stakehill,2010-04-24T00:00:00,MANDWJTA,INDICATOR AMENDED,E0029365,Middleton,Stake Hill Ind. E,BCT,WHITBROOK WAY
1800EH08181,S,Staley Cottages,2010-10-19T00:00:00,,nr,HOUSE 578,Buckton Vale,2010-10-19T00:00:00,MANAWMDW,NAME/INDICATOR AMENDED,E0028647,Stalybridge,Staley Cottages,BCT,HUDDERSFIELD RD
1800EH08191,N,Staley Cottages,2010-10-19T00:00:00,,opp,,Buckton Vale,2010-10-19T00:00:00,MANAWMGA,INDICATOR AMENDED,E0028647,Stalybridge,Staley Cottages,BCT,HUDDERSFIELD RD
1800EH08201,S,Staley Rd,2010-10-19T00:00:00,,opp,HOUSE 642,Micklehurst,2010-10-19T00:00:00,MANAWMGD,INDICATOR AMENDED,E0029057,Mossley,Staley Rd,BCT,HUDDERSFIELD RD
1800EH08211,N,Staley Rd,2010-10-19T00:00:00,,nr,STAMFORD ARMS,Micklehurst,2010-10-19T00:00:00,MANAWMGJ,INDICATOR AMENDED,E0029057,Mossley,Staley Rd,BCT,HUDDERSFIELD RD
1800EHR0801,,Stalybridge,2005-05-24T00:00:00,,Rassbottom  St - Stamford Drive,STAMFORD DRIVE,Stalybridge,2005-05-24T00:00:00,,,E0029366,,,RSE,Rassbottom  St
1800EHT1411,,Stalybridge - Market Street,2004-09-14T00:00:00,,Market St - Caroline St,CAROLINE ST,Stalybridge,2004-09-14T00:00:00,,,E0029366,,,TXR,Market St
1800SEBS001,,Stalybridge Bus Station,2011-07-20T00:00:00,,Op Health Centre,Stalybridge Bus Station,Stalybridge,2011-07-20T00:00:00,MANJADAT,LOCATION AMENDED,E0029366,,,BCS,WATERLOO ROAD
1800SEBS002,,Stalybridge Bus Station,2015-02-09T00:00:00,,Op Health Centre,Stalybridge Bus Station,Stalybridge,2015-02-09T00:00:00,,LOCATION AMENDED,E0029366,,,BCS,WATERLOO ROAD
1800EH20562,W,Stalybridge Bus Station (Stop A)      Qt,2006-01-20T00:00:00,,Towards Glossop,STAND A,Stalybridge,2006-01-20T00:00:00,,,E0029366,,,BCT,Stalybridge Bs
1800EH20552,W,Stalybridge Bus Station (Stop B)      Qs,2006-01-20T00:00:00,,Towards Mossley,STAND B,Stalybridge,2006-01-20T00:00:00,,,E0029366,,,BCT,Stalybridge Bs
1800EH20542,W,Stalybridge Bus Station (Stop C)      Qt,2006-01-20T00:00:00,,Towards Ashton,STAND C,Stalybridge,2006-01-20T00:00:00,,,E0029366,,,BCT,Stalybridge Bs
1800EH20522,W,Stalybridge Bus Station (Stop D)      Qs,2006-01-20T00:00:00,,Towards Ashton,STAND D,Stalybridge,2006-01-20T00:00:00,,,E0029366,,,BCT,Stalybridge Bs
1800EH20551,,Stalybridge Bus Stn,2007-11-01T00:00:00,,Stop B,IN BUS STATION,Stalybridge,2007-11-01T00:00:00,MANDADPJ,,E0029366,,Bus Stn,BCS,STALYBRIDGE BS
1800EH20521,,Stalybridge Bus Stn,2007-11-01T00:00:00,,Stop D,BUS STATION,Stalybridge,2007-11-01T00:00:00,MANDADMW,,E0029366,,Bus Stn,BCS,STALYBRIDGE BS
1800EH20541,,Stalybridge Bus Stn,2007-11-01T00:00:00,,Stop C,OP HEALTH CENTR,Stalybridge,2007-11-01T00:00:00,MANDADPD,,E0029366,,Bus Stn,BCS,STALYBRIDGE BS
1800EH20561,,Stalybridge Bus Stn,2007-11-01T00:00:00,,Stop A,BUS ST STAND A,Stalybridge,2007-11-01T00:00:00,MANDADPT,,E0029366,,Bus Stn,BCS,STALYBRIDGE BS
1800SBYD0,,Stalybridge Rail Station,2011-03-02T00:00:00,,Entrance,,Stalybridge,2011-03-02T00:00:00,,,E0029366,,,RSE,Market Street
1800EH20591,E,Stalybridge Stn,2009-12-11T00:00:00,,Stop F,OPP RAIL STN,Stalybridge,2009-12-11T00:00:00,MANDADTG,Stop Relocated,E0029366,,Stalybridge Stn,BCT,RASSBOTTOM ST
1800EH20581,W,Stalybridge Stn,2007-11-01T00:00:00,,Stop E,STALYBRIDGE STN,Stalybridge,2007-11-01T00:00:00,MANDADTD,,E0029366,,Stalybridge Stn,BCT,RASSBOTTOM ST
1800EHH0461,NW,Stalyhill Drive,2010-10-18T00:00:00,,Stalyhill Drive,STALYHILL DRIVE,Woodlands,2010-10-18T00:00:00,,STOP REMOVED,N0075208,Stalybridge,,BCT,MOTTRAM OLD RD.
1800EHH0462,SE,Stalyhill Drive,2010-10-18T00:00:00,,Stalyhill Drive,STALYHILL DRIVE,Woodlands,2010-10-18T00:00:00,,STOP REMOVED,N0075208,Stalybridge,,BCT,MOTTRAM OLD RD.
1800EHH2251,S,Stalyhill Drive (Sth bnd),2011-01-07T00:00:00,,nr nursery,Stalyhill Drive (Sth bnd),Woodlands,2011-01-07T00:00:00,,,N0075208,Stalybridge,,BCT,STALYHILL DRIVE
1800SJ18661,NE,Stamford Brook Rd,2016-05-17T00:00:00,,nr,ASPECT HOUSE,Broadheath,2016-05-17T00:00:00,MANTWPMJ,,E0028613,Altrincham,Stamford Brook Rd,BCT,MANCHESTER RD
1800SJH2961,E,Stamford Brook Road (Ebnd),2016-09-06T00:00:00,,,TURNBULL ROAD,Broadheath,2016-09-06T00:00:00,,,E0028613,Altrincham,,BCT,STAMFORD BROOK
1800SJH2951,W,Stamford Brook Road (Wbnd),2016-09-06T00:00:00,,,TURNBULL ROAD,Broadheath,2016-09-06T00:00:00,,,E0028613,Altrincham,,BCT,STAMFORD BROOK
1800EDH2381,S,Stamford Dr (SEbnd),2010-10-13T00:00:00,,,STAMFORD DRIVE,Woodhouses,2010-10-13T00:00:00,,DIRECTION AMENDED,E0029576,,,BCT,HARTSHEAD CRES
1800EDH2382,N,Stamford Drive,2007-11-01T00:00:00,,Stamford Drive,STAMFORD DRIVE,Woodhouses,2007-11-01T00:00:00,,,E0029576,,,BCT,HARTSHEAD CRES
1800EDH2392,N,Stamford Drive,2007-11-01T00:00:00,,Walker Avenue,WALKER AVENUE,Woodhouses,2007-11-01T00:00:00,,56wq,E0029576,,,BCT,STAMFORD DRIVE
1800EDH2391,N,Stamford Drive (NE Bnd),2010-10-13T00:00:00,,Walker Avenue,WALKER AVENUE,Woodhouses,2010-10-13T00:00:00,,DIRECTION AMENDED,E0029576,,,BCT,STAMFORD DRIVE
1800SJ17831,W,Stamford New Rd,2014-12-01T00:00:00,,nr,SPRING BANK HS,Altrincham,2014-12-01T00:00:00,MANTWDJT,STOP INDICATOR REMOVED,E0028261,,Stamford New Rd,BCT,STAMFORD STREET
1800SJH2291,NE,Stamford New Road (NEbnd - to def.rte),2010-05-13T00:00:00,,Grafton Street,GRAFTON STREET,Altrincham,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028261,,,BCT,STAMFORD NEW RD
1800SJH2801,SW,Stamford New Road (SWbnd - to def.rte),2010-05-13T00:00:00,,o/s Bank,Stamford New Road (SWbnd - to def.rte),Altrincham,2010-05-13T00:00:00,,DIRECTION AMENDED,E0028261,,,BCT,STAMFORD NEW RD
1800SJH2292,NE,Stamford New Road (to define route),2007-11-01T00:00:00,,Grafton Street,GRAFTON STREET,Altrincham,2007-11-01T00:00:00,,,E0028261,,,BCT,STAMFORD NEW RD
1800EH21281,NW,Stamford Park,2010-04-19T00:00:00,,o/s,STAMFORD PARK,Stamford Park,2010-04-19T00:00:00,MANDAJDA,INDICATOR AMENDED,N0075165,Stalybridge,Stamford Park,BCT,DARNTON RD
1800EH21501,E,Stamford Park,2010-11-15T00:00:00,,Stop D,STAMFORD PARK,Stamford Park,2010-11-15T00:00:00,MANDAJMW,NAME AMENDED,N0075165,Stalybridge,Stamford Park,BCT,STAMFORD SQUARE
1800EH21291,SE,Stamford Park,2014-10-15T00:00:00,,opp,BOATING LAKE,Stamford Park,2014-10-15T00:00:00,MANDAJDG,STOP NAME AMENDED,N0075165,Stalybridge,Stamford Park,BCT,DARNTON RD
1800EH21491,W,Stamford Park,2010-11-15T00:00:00,,Stop E,O/S HOUSE 1,Stamford Park,2010-11-15T00:00:00,MANDAJMT,NAME AMENDED,N0075165,Stalybridge,Stamford Park,BCT,STAMFORD ST
1800EH21421,E,Stamford Park Inn,2010-04-19T00:00:00,,o/s,STAMFORD PK INN,Stalybridge,2010-04-19T00:00:00,MANDAJMA,INDICATOR AMENDED,E0029366,,Stamford Park Inn,BCT,STAMFORD ST
1800SJH1742,S,Stamford Park School,2007-11-01T00:00:00,,Cedar Road,CEDAR ROAD,Hale,2007-11-01T00:00:00,,,E0028730,Altrincham,,BCT,QUEENS ROAD
1800SJH1741,N,Stamford Park School,2007-11-01T00:00:00,,Cedar Road,CEDAR ROAD,Hale,2007-11-01T00:00:00,,,E0028730,Altrincham,,BCT,QUEENS ROAD
1800EH05711,SW,Stamford Rd,2007-11-01T00:00:00,,nr,THE VICARAGE,Audenshaw,2007-11-01T00:00:00,MANAWGTW,,N0076715,,Stamford Rd,BCT,AUDENSHAW RD
1800EH46281,S,Stamford Rd,2007-11-01T00:00:00,,Stop D,,Audenshaw,2007-11-01T00:00:00,MANDJAGM,,N0076715,,Stamford Rd,BCT,DENTON RD
1800ED12021,SE,Stamford Rd,2007-11-01T00:00:00,,opp,HOUSE 619,Cross Bank,2007-11-01T00:00:00,MANAMPTP,,E0028293,,Stamford Rd,BCT,HUDDERSFIELD RD
1800EH46291,N,Stamford Rd,2007-11-01T00:00:00,,Stop C,STAMFORD HOUSE,Audenshaw,2007-11-01T00:00:00,MANDJAGP,,N0076715,,Stamford Rd,BCT,DENTON RD
1800ED12031,NW,Stamford Rd,2010-04-15T00:00:00,,nr,PUBLIC GARDENS,Cross Bank,2010-04-15T00:00:00,MANAMPTW,INDICATOR AMENDED,E0028293,,Stamford Rd,BCT,HUDDERSFIELD RD
1800EH39281,NE,Stamford Rd,2007-11-01T00:00:00,,opp,,Audenshaw,2007-11-01T00:00:00,MANDGMJM,,N0076715,,Stamford Rd,BCT,AUDENSHAW RD
1800SJ10801,N,Stamford Road,2014-10-09T00:00:00,,nr,PARK,Rosehill,2014-10-09T00:00:00,MANJPTPT,INDICATOR AMENDED,E0029268,Altrincham,Stamford Road,BCT,ASHLEY ROAD
1800SJH0611,W,Stamford Road,2007-11-01T00:00:00,,Addison Road,ADDISON ROAD,Carrington,2007-11-01T00:00:00,,,E0052672,,,BCT,STAMFORD ROAD
1800SJH0841,W,Stamford Road,2007-11-01T00:00:00,,Gariver Road,GARIVER ROAD,Rosehill,2007-11-01T00:00:00,,,E0029268,Altrincham,,BCT,STAMFORD ROAD
1800SJH0612,E,Stamford Road,2007-11-01T00:00:00,,Addison Road,ADDISON ROAD,Carrington,2007-11-01T00:00:00,,,E0052672,,,BCT,STAMFORD ROAD
1800SJH0842,E,Stamford Road,2007-11-01T00:00:00,,Gariver Road,GARIVER ROAD,Rosehill,2007-11-01T00:00:00,,,E0029268,Altrincham,,BCT,STAMFORD ROAD
1800SJ10621,S,Stamford Road,2014-10-09T00:00:00,,opp,PARK,Rosehill,2014-10-09T00:00:00,MANJPTJD,INDICATOR AMENDED,E0029268,Altrincham,Stamford Road,BCT,ASHLEY ROAD
1800EH08261,S,Stamford Road,2014-10-15T00:00:00,,opp Clifton Villa,CLIFTON VILLA,Mossley,2014-10-15T00:00:00,MANAWMGW,STOP NAME AMENDED,E0029105,,Stamford Road,BCT,STAMFORD ROAD
1800EH06821,N,Stamford St,2007-11-01T00:00:00,,opp,STAMFORD PARK,Stamford Park,2007-11-01T00:00:00,MANAWJDG,,N0075165,Stalybridge,Stamford St,BCT,ASTLEY RD
1800EH06831,S,Stamford St,2007-11-01T00:00:00,,nr,AINGARTH HOUSE,Stamford Park,2007-11-01T00:00:00,MANAWJDJ,,N0075165,Stalybridge,Stamford St,BCT,ASTLEY RD
1800NE20941,E,Stamford St,2010-04-26T00:00:00,,opp,SHEPHERD COURT,Newbold,2010-04-26T00:00:00,MANGAGJM,INDICATOR AMENDED,E0029130,Rochdale,Stamford St,BCT,MILNROW RD
1800EHH1851,E,Stamford St (to def route),2008-08-26T00:00:00,,Os House 7,Stamford St (to def route),Stalybridge,2008-08-26T00:00:00,,NAME AMENDED,E0029366,,,BCT,STAMFORD STREET
1800EHH1852,W,Stamford St (to def route),2008-08-26T00:00:00,,Os House 7,Stamford St (to def route),Stalybridge,2008-08-26T00:00:00,,NAME AMENDED,E0029366,,,BCT,STAMFORD STREET
1800EHH1831,E,Stamford St (to def rte),2008-08-26T00:00:00,,Stamford Arcade,STAMFORD ARCADE,Ashton Under Lyne,2008-08-26T00:00:00,,NAME AMENDED,E0028492,,,BCT,STAMFORD STREET
1800EHH1832,W,Stamford St (to def rte),2008-08-26T00:00:00,,Stamford Arcade,STAMFORD ARCADE,Ashton Under Lyne,2008-08-26T00:00:00,,NAME AMENDED,E0028492,,,BCT,STAMFORD STREET
1800SJ17961,E,Stamford Street,2014-12-01T00:00:00,,nr,OFFICES,Altrincham,2014-12-01T00:00:00,MANTWGAP,STOP INDICATOR REMOVED,E0028261,,Stamford Street,BCT,VICTORIA STREET
1800SJ11251,N,Stamford Street,2015-01-03T00:00:00,,nr,SPRINGBANK HSE,Altrincham,2015-01-03T00:00:00,MANJPWMT,STOP NAME AMENDED,E0028261,,Stamford Street,BCT,BARRINGTON ROAD
1800SJ17921,SW,Stamford Way,2013-03-26T00:00:00,,Stop A,STATION HOUSE,Altrincham,2013-03-26T00:00:00,MANTWDMT,,E0028261,,Stamford Way,BCT,STAMFORD NEW RD
1800SJ17881,W,Stamford Way,2014-12-01T00:00:00,,nr,RACKHAMS,Altrincham,2014-12-01T00:00:00,MANTWDMD,STOP INDICATOR REMOVED,E0028261,,Stamford Way,BCT,STAMFORD STREET
1800SJ17841,NE,Stamford Way,2014-12-01T00:00:00,,nr,RACKHAMS,Altrincham,2014-12-01T00:00:00,MANTWDJW,STOP INDICATOR REMOVED,E0028261,,Stamford Way,BCT,STAMFORD NEW RD
1800SJ17891,W,Stamford Way,2014-12-01T00:00:00,,nr,RACKHAMS,Altrincham,2014-12-01T00:00:00,MANTWDMG,STOP INDICATOR REMOVED,E0028261,,Stamford Way,BCT,STAMFORD STREET
1800ED15961,SE,Stampstone St,2010-04-16T00:00:00,,nr,HOWARTH TIMBER,Lower Moor,2010-04-16T00:00:00,MANAPJDM,INDICATOR AMENDED,E0029020,Oldham,Stampstone St,BCT,SHAW RD
1800SB12771,W,Stancliffe Rd,2007-11-01T00:00:00,,nr,ALLOTMENTS,Gatley,2007-11-01T00:00:00,MANGPWGM,,E0028432,,Stancliffe Rd,BCT,ALTRINCHAM RD
1800SB12781,E,Stancliffe Rd,2007-11-01T00:00:00,,opp,,Gatley,2007-11-01T00:00:00,MANGPWGP,,E0028432,,Stancliffe Rd,BCT,ALTRINCHAM RD
1800SB47121,E,Stancross Rd,2007-11-01T00:00:00,,opp,HOUSE 25,Brooklands,2007-11-01T00:00:00,MANGWTPW,,E0028623,Sale,Stancross Rd,BCT,MAPLE RD
1800SB47171,W,Stancross Rd,2007-11-01T00:00:00,,nr,HOUSE 24A,Brooklands,2007-11-01T00:00:00,MANGWTWM,,E0028623,Sale,Stancross Rd,BCT,MAPLE RD
1800NC06071,SW,Stand Church,2010-11-24T00:00:00,,Stop J,CHURCH,Whitefield,2010-11-24T00:00:00,MANDMTMG,NAME AMENDED,E0029536,Bury,Stand Church,BCT,CHURCH LN
1800NC33721,NW,Stand Golf Club,2007-11-01T00:00:00,Bury,o/s,HOUSE 308,Chapel Field,2007-11-01T00:00:00,MANDTGAD,,E0028694,Whitefield,Stand Golf Club,BCT,STAND LN
1800NC33731,SE,Stand Golf Club,2010-01-08T00:00:00,Bury,opp,HOUSE 253,Chapel Field,2010-01-08T00:00:00,MANDTGAG,LOCATION AMENDED,E0028694,Whitefield,Stand Golf Club,BCT,STAND LN
1800NC07051,E,Stand Ln,2007-11-01T00:00:00,Bury,adj,FLATS 11-15,Chapel Field,2007-11-01T00:00:00,MANDPAMT,,E0028694,Whitefield,Stand Ln,BCT,RADCLIFFE NEW R
1800NC06551,W,Stand Ln,2007-11-01T00:00:00,Bury,nr,FLATS 1-43,Chapel Field,2007-11-01T00:00:00,MANDMWJW,,E0028694,Whitefield,Stand Ln,BCT,RADCLIFFE NEW R
1800WK04791,SE,Stand Number 1 - Temporary Stop,2010-08-18T00:00:00,,by,WIGAN BUS STN,Wigan,2010-08-18T00:00:00,MANTGDMT,STOP NAME AMENDED,E0057846,,Stand Number VV -,BCT,HALLGATE
1800WK09481,SE,Stand Number 2 - Temporary Stop,2014-02-13T00:00:00,,at,WIGAN BUS STN,Wigan,2014-02-13T00:00:00,MANTGDMW,indicator amended,E0057846,,Stand Number WW -,BCT,HALLGATE
1800NE00682,E,Stand Pp (Temporary Stop),2006-01-20T00:00:00,,Stage Door P/H,PENN STREET,Rochdale,2006-01-20T00:00:00,,,E0057799,,,BCT,Baillie Street
1800NE00681,E,Stand PP (Temporary Stop),2010-04-24T00:00:00,,o/s The Stage Door,STAGE DOOR P/H,Rochdale,2010-04-24T00:00:00,MANDWAJM,INDICATOR AMENDED,E0057799,,STAND PP,BCT,BAILLIE STREET
1800NE00862,E,Stand Ss (Temporary Stop),2006-01-20T00:00:00,,Telegraph House,PENN STREET,Rochdale,2006-01-20T00:00:00,,,E0057799,,,BCT,Baillie Street
1800NE00861,E,Stand SS (Temporary Stop),2010-04-24T00:00:00,,nr Health Centre,TELEGRAPH HOUSE,Rochdale,2010-04-24T00:00:00,MANDWAMW,INDICATOR AMENDED,E0057799,,Stand SS,BCT,BAILLIE STREET
1800NE01541,E,Stand UU (Temporary Stop),2010-04-24T00:00:00,,o/s Health Centre,HEALTH CENTRE,Rochdale,2010-04-24T00:00:00,MANDWDJM,INDICATOR AMENDED,E0057799,,STAND UU,BCT,BAILLIE STREET
1800NE01542,E,Stand Uu (Temporary Stop),2006-01-20T00:00:00,,Health Centre,PENN STREET,Rochdale,2006-01-20T00:00:00,,,E0057799,,,BCT,Baillie Street
1800EDH0931,N,Standedge Road (n'bnd) (to define route),2007-11-01T00:00:00,,Carr Lane,CARR LANE,Diggle,2007-11-01T00:00:00,,,E0028339,,,BCT,STANDEDGE ROAD
1800EDH1341,N,Standedge Road (n'bnd) (to define route),2007-11-01T00:00:00,,None,Standedge Road (n'bnd) (to define route),Diggle,2007-11-01T00:00:00,,,E0028339,,,BCT,STANDEDGE ROAD
1800EDH1411,S,Standedge Road (s'bnd) (to define route),2007-11-01T00:00:00,,None,Standedge Road (s'bnd) (to define route),Diggle,2007-11-01T00:00:00,,,E0028339,,,BCT,STANDEDGE ROAD
1800EDH1211,S,Standedge Road (southbound)(to def rte),2007-11-01T00:00:00,,Carr Lane,CARR LANE,Diggle,2007-11-01T00:00:00,,,E0028339,,,BCT,STANDEDGE ROAD
1800WKH3412,NE,Standish High School,2007-11-01T00:00:00,,None,Standish High School,Standish,2007-11-01T00:00:00,,,E0029368,Wigan,,BCT,KENYON ROAD
1800WKH3411,NE,Standish High School (NEbnd),2010-05-21T00:00:00,,None,Standish High School (NEbnd),Standish,2010-05-21T00:00:00,,DIRECTION AMENDED,E0029368,Wigan,,BCT,KENYON ROAD
1800WKH4291,SW,Standish High School (SWbnd),2010-05-21T00:00:00,,school,Standish High School (SWbnd),Standish,2010-05-21T00:00:00,,DIRECTION AMENDED,E0029368,Wigan,,BCT,KENYON ROAD
1800WK22661,E,Standish PO,2014-02-12T00:00:00,,o/s,CO-OP,Standish,2014-02-12T00:00:00,MANPWMJA,indicator amended,E0029368,Wigan,Standish PO,BCT,POLE ST
1800WK10801,W,Standish PO,2014-02-12T00:00:00,,opp,FLORIST,Standish,2014-02-12T00:00:00,MANPWJGW,indicator amended,E0029368,Wigan,Standish PO,BCT,MARKET ST
1800WK31471,N,Standish St,2007-11-01T00:00:00,,opp,RUGBY CLUB,Tyldesley,2007-11-01T00:00:00,MANTAGWJ,,E0029477,Leigh,Standish St,BCT,ASTLEY ST
1800WK31461,S,Standish St,2007-11-01T00:00:00,,nr,HOUSE 81,Tyldesley,2007-11-01T00:00:00,MANTAGWG,,E0029477,Leigh,Standish St,BCT,ASTLEY ST
1800WK03281,SE,Standish Village,2014-02-18T00:00:00,,at,HOUSE 19,Standish,2014-02-18T00:00:00,MANPTADP,indicator amended,E0029368,Wigan,Standish Village,BCT,PRESTON RD
1800WK02451,W,Standishgate,2014-02-18T00:00:00,,nr,WILKINSONS,Wigan,2014-02-18T00:00:00,MANPMWAG,indicator amended,E0057846,,Standishgate,BCT,CROMPTON ST
1800NC06011,NE,Standmoor R,2007-11-01T00:00:00,Bury,nr,HOUSE 92,Stand,2007-11-01T00:00:00,MANDMTJM,,E0029367,Whitefield,Standmoor Rd,BCT,PARK LN
1800NC07001,SW,Standmoor Rd,2010-04-21T00:00:00,Bury,opp,STANDMOOR COURT,Stand,2010-04-21T00:00:00,MANDPAMA,INDICATOR AMENDED,E0029367,Whitefield,Standmoor Rd,BCT,PARK LN
1800EH46311,S,Stanhope Ave,2014-10-29T00:00:00,,opp,HOUSE 101,Audenshaw,2014-10-29T00:00:00,MANDJAGW,STOP NAME AMENDMENT,N0076715,,Stanhope Ave,BCT,DENTON RD
1800EH46301,N,Stanhope Ave,2014-10-29T00:00:00,,nr,HOUSE 78,Audenshaw,2014-10-29T00:00:00,MANDJAGT,STOP NAME AMENDED,N0076715,,Stanhope Ave,BCT,DENTON RD
1800NF09051,NW,Stanhope Rd,2007-11-01T00:00:00,,nr,SUB STATION,Irlams o' th' Height,2007-11-01T00:00:00,MANGJPGD,,E0028886,Salford,Stanhope Rd,BCT,DUCHY RD
1800EH07501,S,Stanhope St,2010-10-19T00:00:00,,nr,HOUSE 105,Mossley,2010-10-19T00:00:00,MANAWMAP,INDICATOR AMENDED,E0029105,,Stanhope St,BCT,MANCHESTER RD
1800NF29321,NE,Stanlaw House,2007-11-01T00:00:00,Salford,o/s,STANLAW FLATS,Patricroft,2007-11-01T00:00:00,MANGMGMW,,E0029193,Eccles,Stanlaw House,BCT,BARTON LANE
1800SG05711,W,Stanley Dr,2014-02-18T00:00:00,,nr,HOTEL,Stanley Green,2014-02-18T00:00:00,MANJAJGW,INDICATOR AMENDED,E0029370,Cheadle Hulme,Stanley Dr,BCT,STANLEY RD
1800EB27521,S,Stanley Gr,2010-04-15T00:00:00,,adj,LEISURE CENTRE,Belle Vue,2010-04-15T00:00:00,MANAGMWJ,INDICATOR AMENDED,E0028538,Manchester,Stanley Gr,BCT,PINK BANK LN
1800EB27511,N,Stanley Gr,2010-04-15T00:00:00,,nr,SCHOOL,Belle Vue,2010-04-15T00:00:00,MANAGMWG,INDICATOR AMENDED,E0028538,Manchester,Stanley Gr,BCT,PINK BANK LN
1800EBH1712,E,Stanley Grove,2005-05-24T00:00:00,,Stanley Grove - Rushford,RUSHFORD,Longsight,2005-05-24T00:00:00,,,E0028994,Manchester,,BCT,Stanley Grove
1800EBH1711,W,Stanley Grove,2007-11-01T00:00:00,,,RUSHFORD,Longsight,2007-11-01T00:00:00,,,E0028994,Manchester,,BCT,STANLEY GROVE
1800SJ03401,NE,Stanley Mount,2014-09-30T00:00:00,,opp,HOUSE 230,Sale,2014-09-30T00:00:00,MANJPGDM,INDICATOR AMENDED,E0029289,,Stanley Mount,BCT,WASHWAY ROAD
1800WK06881,SW,Stanley Rd,2014-02-13T00:00:00,,opp,HOUSE 36,Aspull,2014-02-13T00:00:00,MANPTWGM,indicator amended,E0028494,Wigan,Stanley Rd,BCT,SCOT LN
1800NC00281,NE,Stanley Rd,2010-04-20T00:00:00,Bury,nr,FITNESS CENTRE,Hillock,2010-04-20T00:00:00,MANDMGAT,INDICATOR AMENDED,N0075011,Whitefield,Stanley Rd,BCT,MOSS LN
1800WK06831,NE,Stanley Rd,2014-02-13T00:00:00,,nr,HOUSE 42,Aspull,2014-02-13T00:00:00,MANPTWDT,indicator amended,E0028494,Wigan,Stanley Rd,BCT,SCOT LN
1800NC06311,SW,Stanley Rd,2007-11-01T00:00:00,Bury,opp,HOUSE 36,Hillock,2007-11-01T00:00:00,MANDMWAM,,N0075011,Whitefield,Stanley Rd,BCT,MOSS LN
1800WA08311,E,Stanley Road,2008-03-26T00:00:00,,opp,HOUSE 573,Highfield,2008-03-26T00:00:00,MANJWMGJ,INDICATOR AMENDED,N0075010,Farnworth,Stanley Road,BCT,PLODDER LANE
1800NFH1701,SW,Stanley Road,2007-11-01T00:00:00,Salford,Nr House 44,Stanley Road,Broughton Park,2007-11-01T00:00:00,,,E0028630,Higher Broughton,,BCT,STANLEY ROAD
